source,target,source_type,target_type,dependency_type,data_flow_score,weight
APP_037-nonprod,SRV-N066,application,server,batch,3,4.038
APP_037-nonprod,SRV-N008,application,server,informational,8,4.238
APP_037-nonprod,SRV-N072,application,server,near-real-time,4,4.738
APP_037-nonprod,DB-N051,application,database,asynchronous,1,4.138
APP_037-nonprod,SRV-N187,application,server,fallback,1,3.538
APP_038-prod,SRV-P134,application,server,informational,5,3.566
APP_038-prod,SRV-P157,application,server,batch,3,3.666
APP_038-prod,DB-P030,application,database,asynchronous,5,4.166
APP_038-prod,DB-P074,application,database,near-real-time,2,4.166
APP_038-prod,APP_170-prod,application,application,asynchronous,4,4.066
APP_038-prod,APP_068-nonprod,application,application,near-real-time,1,4.066
APP_038-prod,SRV-P036,application,server,fallback,1,3.166
APP_038-nonprod,SRV-N139,application,server,asynchronous,4,4.912
APP_038-nonprod,SRV-N052,application,server,batch,1,4.312
APP_038-nonprod,SRV-N080,application,server,asynchronous,1,4.612
APP_038-nonprod,DB-N018,application,database,asynchronous,5,5.012
APP_038-nonprod,DB-N019,application,database,asynchronous,5,5.012
APP_038-nonprod,APP_082-nonprod,application,application,near-real-time,7,5.512
APP_038-nonprod,APP_287-nonprod,application,application,asynchronous,3,4.812
APP_038-nonprod,APP_062-nonprod,application,application,near-real-time,5,5.312
APP_038-nonprod,APP_076-nonprod,application,application,batch,5,4.712
APP_038-nonprod,SRV-N196,application,server,fallback,1,4.012
APP_039-prod,SRV-P106,application,server,informational,2,3.638
APP_039-prod,SRV-P078,application,server,asynchronous,8,4.838
APP_039-prod,DB-P036,application,database,near-real-time,5,4.838
APP_039-prod,DB-P025,application,database,synchronous,3,4.938
APP_039-prod,APP_014-prod,application,application,batch,6,4.338
APP_039-prod,SRV-P157,application,server,fallback,1,3.538
APP_039-nonprod,SRV-N069,application,server,asynchronous,5,5.138
APP_039-nonprod,SRV-N157,application,server,near-real-time,1,5.038
APP_039-nonprod,SRV-N060,application,server,near-real-time,4,5.338
APP_039-nonprod,APP_042-nonprod,application,application,asynchronous,3,4.938
APP_039-nonprod,APP_246-nonprod,application,application,synchronous,2,5.438
APP_039-nonprod,SRV-N155,application,server,fallback,1,4.138
APP_040-prod,SRV-P183,application,server,asynchronous,4,4.576
APP_040-prod,SRV-P048,application,server,batch,8,4.676
APP_040-prod,DB-P061,application,database,synchronous,5,5.276
APP_040-prod,APP_117-prod,application,application,synchronous,4,5.176
APP_040-prod,SRV-P196,application,server,fallback,1,3.676
APP_040-nonprod,SRV-N070,application,server,informational,6,3.84
APP_040-nonprod,APP_106-nonprod,application,application,synchronous,10,5.44
APP_040-nonprod,SRV-N113,application,server,fallback,1,3.34
APP_041-prod,SRV-P126,application,server,asynchronous,6,5.112
APP_041-prod,SRV-P118,application,server,batch,5,4.712
APP_041-prod,SRV-P110,application,server,asynchronous,3,4.812
APP_041-prod,APP_196-prod,application,application,batch,8,5.012
APP_041-prod,APP_203-prod,application,application,asynchronous,7,5.212
APP_041-prod,APP_294-prod,application,application,asynchronous,8,5.312
APP_041-prod,APP_270-prod,application,application,asynchronous,7,5.212
APP_041-prod,SRV-P181,application,server,fallback,1,4.012
APP_041-nonprod,SRV-N134,application,server,synchronous,7,5.68
APP_041-nonprod,DB-N006,application,database,batch,2,4.28
APP_041-nonprod,APP_267-nonprod,application,application,asynchronous,9,5.28
APP_041-nonprod,SRV-N189,application,server,fallback,1,3.88
APP_042-prod,SRV-P143,application,server,asynchronous,5,4.37
APP_042-prod,DB-P007,application,database,near-real-time,8,4.97
APP_042-prod,DB-P057,application,database,asynchronous,2,4.07
APP_042-prod,APP_147-nonprod,application,application,asynchronous,10,4.87
APP_042-prod,APP_217-nonprod,application,application,near-real-time,6,4.77
APP_042-prod,SRV-P014,application,server,fallback,1,3.37
APP_042-nonprod,SRV-N133,application,server,informational,3,4.614
APP_042-nonprod,SRV-N119,application,server,batch,4,5.014
APP_042-nonprod,SRV-N116,application,server,synchronous,4,5.914
APP_042-nonprod,DB-N015,application,database,near-real-time,4,5.614
APP_042-nonprod,DB-N075,application,database,informational,5,4.814
APP_042-nonprod,APP_071-nonprod,application,application,asynchronous,4,5.314
APP_042-nonprod,APP_167-nonprod,application,application,asynchronous,5,5.414
APP_042-nonprod,APP_093-nonprod,application,application,asynchronous,10,5.914
APP_042-nonprod,APP_105-nonprod,application,application,batch,10,5.614
APP_042-nonprod,SRV-N024,application,server,fallback,1,4.414
APP_043-prod,SRV-P083,application,server,asynchronous,5,4.622
APP_043-prod,SRV-P183,application,server,batch,5,4.322
APP_043-prod,DB-P016,application,database,synchronous,4,5.122
APP_043-prod,DB-P058,application,database,asynchronous,5,4.622
APP_043-prod,SRV-P135,application,server,fallback,1,3.622
APP_043-nonprod,SRV-N099,application,server,batch,2,4.178
APP_043-nonprod,SRV-N131,application,server,asynchronous,4,4.678
APP_043-nonprod,SRV-N041,application,server,asynchronous,1,4.378
APP_043-nonprod,DB-N006,application,database,batch,4,4.378
APP_043-nonprod,APP_291-nonprod,application,application,batch,7,4.678
APP_043-nonprod,APP_078-nonprod,application,application,near-real-time,4,4.978
APP_043-nonprod,SRV-N038,application,server,fallback,1,3.778
APP_044-prod,SRV-P197,application,server,batch,8,5.27
APP_044-prod,DB-P040,application,database,asynchronous,1,4.87
APP_044-prod,APP_149-prod,application,application,asynchronous,1,4.87
APP_044-prod,APP_061-nonprod,application,application,batch,6,5.07
APP_044-prod,APP_105-prod,application,application,synchronous,9,6.27
APP_044-prod,SRV-P196,application,server,fallback,1,4.27
APP_044-nonprod,SRV-N004,application,server,asynchronous,8,5.354
APP_044-nonprod,SRV-N128,application,server,asynchronous,4,4.954
APP_044-nonprod,APP_254-nonprod,application,application,near-real-time,9,5.754
APP_044-nonprod,APP_245-nonprod,application,application,asynchronous,5,5.054
APP_044-nonprod,APP_228-nonprod,application,application,synchronous,5,5.654
APP_044-nonprod,APP_004-nonprod,application,application,near-real-time,8,5.654
APP_044-nonprod,SRV-N141,application,server,fallback,1,4.054
APP_045-prod,SRV-P159,application,server,asynchronous,6,4.848
APP_045-prod,SRV-P054,application,server,synchronous,1,4.948
APP_045-prod,SRV-P168,application,server,fallback,1,3.748
APP_045-nonprod,SRV-N010,application,server,synchronous,7,5.74
APP_045-nonprod,SRV-N009,application,server,asynchronous,7,5.14
APP_045-nonprod,DB-N039,application,database,asynchronous,2,4.64
APP_045-nonprod,DB-N012,application,database,synchronous,4,5.44
APP_045-nonprod,APP_093-nonprod,application,application,near-real-time,7,5.44
APP_045-nonprod,APP_147-nonprod,application,application,asynchronous,6,5.04
APP_045-nonprod,APP_295-nonprod,application,application,batch,4,4.54
APP_045-nonprod,SRV-N046,application,server,fallback,1,3.94
APP_046-prod,SRV-P192,application,server,asynchronous,3,4.05
APP_046-prod,SRV-P010,application,server,synchronous,4,4.75
APP_046-prod,DB-P042,application,database,asynchronous,6,4.35
APP_046-prod,APP_035-nonprod,application,application,batch,7,4.15
APP_046-prod,APP_283-prod,application,application,synchronous,4,4.75
APP_046-prod,APP_242-nonprod,application,application,synchronous,8,5.15
APP_046-prod,SRV-P178,application,server,fallback,1,3.25
APP_046-nonprod,SRV-N085,application,server,asynchronous,1,4.288
APP_046-nonprod,SRV-N135,application,server,near-real-time,7,5.188
APP_046-nonprod,APP_030-nonprod,application,application,synchronous,1,4.888
APP_046-nonprod,APP_272-nonprod,application,application,informational,4,3.988
APP_046-nonprod,APP_249-nonprod,application,application,batch,2,4.088
APP_046-nonprod,APP_149-nonprod,application,application,asynchronous,2,4.388
APP_046-nonprod,SRV-N082,application,server,fallback,1,3.688
APP_047-prod,SRV-P135,application,server,asynchronous,7,4.948
APP_047-prod,SRV-P160,application,server,asynchronous,4,4.648
APP_047-prod,APP_289-nonprod,application,application,asynchronous,7,4.948
APP_047-prod,APP_256-prod,application,application,asynchronous,5,4.748
APP_047-prod,APP_093-nonprod,application,application,batch,7,4.648
APP_047-prod,APP_120-nonprod,application,application,batch,6,4.548
APP_047-prod,SRV-P050,application,server,fallback,1,3.748
APP_047-nonprod,SRV-N031,application,server,synchronous,2,5.114
APP_047-nonprod,DB-N016,application,database,batch,5,4.514
APP_047-nonprod,DB-N027,application,database,batch,3,4.314
APP_047-nonprod,APP_213-nonprod,application,application,synchronous,1,5.014
APP_047-nonprod,APP_181-nonprod,application,application,asynchronous,4,4.714
APP_047-nonprod,APP_110-nonprod,application,application,synchronous,10,5.914
APP_047-nonprod,SRV-N052,application,server,fallback,1,3.814
APP_048-prod,SRV-P073,application,server,near-real-time,6,4.59
APP_048-prod,SRV-P018,application,server,near-real-time,4,4.39
APP_048-prod,SRV-P130,application,server,asynchronous,4,4.09
APP_048-prod,SRV-P176,application,server,fallback,1,3.19
APP_048-nonprod,SRV-N088,application,server,asynchronous,4,4.504
APP_048-nonprod,SRV-N146,application,server,asynchronous,9,5.004
APP_048-nonprod,APP_101-nonprod,application,application,near-real-time,7,5.104
APP_048-nonprod,SRV-N087,application,server,fallback,1,3.604
APP_049-prod,SRV-P123,application,server,informational,5,4.61
APP_049-prod,SRV-P010,application,server,asynchronous,7,5.41
APP_049-prod,SRV-P124,application,server,synchronous,5,5.81
APP_049-prod,DB-P069,application,database,batch,3,4.71
APP_049-prod,APP_213-prod,application,application,informational,5,4.61
APP_049-prod,APP_029-nonprod,application,application,batch,5,4.91
APP_049-prod,APP_154-nonprod,application,application,asynchronous,5,5.21
APP_049-prod,SRV-P174,application,server,fallback,1,4.21
APP_049-nonprod,SRV-N143,application,server,asynchronous,6,4.65
APP_049-nonprod,SRV-N054,application,server,asynchronous,5,4.55
APP_049-nonprod,DB-N046,application,database,synchronous,5,5.15
APP_049-nonprod,APP_145-nonprod,application,application,batch,5,4.25
APP_049-nonprod,SRV-N087,application,server,fallback,1,3.55
APP_050-prod,SRV-P161,application,server,asynchronous,5,4.346
APP_050-prod,SRV-P043,application,server,asynchronous,1,3.946
APP_050-prod,DB-P024,application,database,asynchronous,5,4.346
APP_050-prod,APP_162-nonprod,application,application,batch,7,4.246
APP_050-prod,APP_140-nonprod,application,application,asynchronous,8,4.646
APP_050-prod,SRV-P128,application,server,fallback,1,3.346
APP_050-nonprod,SRV-N096,application,server,asynchronous,1,4.21
APP_050-nonprod,DB-N028,application,database,asynchronous,8,4.91
APP_050-nonprod,APP_059-nonprod,application,application,asynchronous,5,4.61
APP_050-nonprod,SRV-N010,application,server,fallback,1,3.61
APP_051-prod,SRV-P024,application,server,asynchronous,7,4.93
APP_051-prod,APP_257-nonprod,application,application,near-real-time,2,4.73
APP_051-prod,APP_175-nonprod,application,application,informational,7,4.33
APP_051-prod,APP_269-nonprod,application,application,near-real-time,2,4.73
APP_051-prod,SRV-P084,application,server,fallback,1,3.73
APP_051-nonprod,SRV-N197,application,server,batch,3,3.81
APP_051-nonprod,DB-N017,application,database,near-real-time,7,4.81
APP_051-nonprod,DB-N005,application,database,asynchronous,3,4.11
APP_051-nonprod,APP_061-nonprod,application,application,synchronous,6,5.01
APP_051-nonprod,APP_023-nonprod,application,application,asynchronous,8,4.61
APP_051-nonprod,APP_045-nonprod,application,application,near-real-time,7,4.81
APP_051-nonprod,APP_024-nonprod,application,application,synchronous,6,5.01
APP_051-nonprod,SRV-N197,application,server,fallback,1,3.31
APP_052-prod,SRV-P191,application,server,near-real-time,5,4.616
APP_052-prod,SRV-P148,application,server,batch,9,4.416
APP_052-prod,SRV-P164,application,server,batch,4,3.916
APP_052-prod,DB-P026,application,database,near-real-time,4,4.516
APP_052-prod,APP_274-prod,application,application,near-real-time,9,5.016
APP_052-prod,APP_227-prod,application,application,asynchronous,9,4.716
APP_052-prod,SRV-P070,application,server,fallback,1,3.316
APP_052-nonprod,SRV-N041,application,server,near-real-time,7,4.792
APP_052-nonprod,APP_288-nonprod,application,application,asynchronous,7,4.492
APP_052-nonprod,APP_107-nonprod,application,application,asynchronous,2,3.992
APP_052-nonprod,APP_283-nonprod,application,application,near-real-time,10,5.092
APP_052-nonprod,APP_074-nonprod,application,application,informational,2,3.392
APP_052-nonprod,SRV-N073,application,server,fallback,1,3.292
APP_053-prod,SRV-P063,application,server,synchronous,5,5.372
APP_053-prod,SRV-P080,application,server,asynchronous,3,4.572
APP_053-prod,SRV-P087,application,server,asynchronous,4,4.672
APP_053-prod,APP_015-nonprod,application,application,asynchronous,6,4.872
APP_053-prod,SRV-P173,application,server,fallback,1,3.772
APP_053-nonprod,SRV-N028,application,server,asynchronous,5,4.22
APP_053-nonprod,APP_202-nonprod,application,application,near-real-time,7,4.72
APP_053-nonprod,APP_230-nonprod,application,application,asynchronous,10,4.72
APP_053-nonprod,APP_161-nonprod,application,application,near-real-time,7,4.72
APP_053-nonprod,SRV-N051,application,server,fallback,1,3.22
APP_054-prod,SRV-P195,application,server,asynchronous,4,4.39
APP_054-prod,SRV-P137,application,server,synchronous,6,5.19
APP_054-prod,SRV-P194,application,server,batch,7,4.39
APP_054-prod,DB-P017,application,database,synchronous,1,4.69
APP_054-prod,DB-P060,application,database,synchronous,5,5.09
APP_054-prod,APP_239-nonprod,application,application,asynchronous,8,4.79
APP_054-prod,APP_116-prod,application,application,synchronous,5,5.09
APP_054-prod,SRV-P158,application,server,fallback,1,3.49
APP_054-nonprod,SRV-N094,application,server,asynchronous,7,5.206
APP_054-nonprod,SRV-N180,application,server,informational,4,4.306
APP_054-nonprod,DB-N042,application,database,asynchronous,4,4.906
APP_054-nonprod,SRV-N017,application,server,fallback,1,4.006
APP_055-prod,SRV-P029,application,server,asynchronous,4,4.168
APP_055-prod,SRV-P119,application,server,batch,5,3.968
APP_055-prod,DB-P045,application,database,asynchronous,1,3.868
APP_055-prod,APP_261-nonprod,application,application,synchronous,1,4.468
APP_055-prod,SRV-P183,application,server,fallback,1,3.268
APP_055-nonprod,SRV-N084,application,server,asynchronous,8,4.988
APP_055-nonprod,APP_274-nonprod,application,application,asynchronous,3,4.488
APP_055-nonprod,APP_213-nonprod,application,application,near-real-time,3,4.788
APP_055-nonprod,SRV-N063,application,server,fallback,1,3.688
APP_056-prod,SRV-P041,application,server,informational,1,3.586
APP_056-prod,SRV-P099,application,server,synchronous,3,4.986
APP_056-prod,SRV-P054,application,server,batch,2,3.986
APP_056-prod,DB-P056,application,database,batch,7,4.486
APP_056-prod,DB-P056,application,database,asynchronous,6,4.686
APP_056-prod,APP_280-prod,application,application,asynchronous,3,4.386
APP_056-prod,APP_090-prod,application,application,asynchronous,10,5.086
APP_056-prod,SRV-P020,application,server,fallback,1,3.586
APP_056-nonprod,SRV-N183,application,server,asynchronous,6,4.962
APP_056-nonprod,SRV-N125,application,server,synchronous,4,5.362
APP_056-nonprod,SRV-N153,application,server,asynchronous,1,4.462
APP_056-nonprod,DB-N013,application,database,batch,8,4.862
APP_056-nonprod,DB-N023,application,database,asynchronous,1,4.462
APP_056-nonprod,APP_036-nonprod,application,application,asynchronous,1,4.462
APP_056-nonprod,APP_196-nonprod,application,application,near-real-time,9,5.562
APP_056-nonprod,APP_032-nonprod,application,application,synchronous,10,5.962
APP_056-nonprod,SRV-N036,application,server,fallback,1,3.862
APP_057-prod,SRV-P194,application,server,asynchronous,7,4.6
APP_057-prod,SRV-P001,application,server,batch,6,4.2
